id,category_id,name,description,price,image_url,supplier_id,product_type,attributes,is_active,created_at,updated_at
122092,2945933,Three-Seater Velvet Sofa (ID 122092),High-quality Three-Seater Velvet Sofa from the Furniture catalog. Serialized product ID: 122092.,196.43,https://images.example.com/products/122092.jpg,101,generic,"{""dataset_item_id"": 122092}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
126664,4736710,Tablet Air (ID 126664),High-quality Tablet Air from the Electronics catalog. Serialized product ID: 126664.,960.53,https://images.example.com/products/126664.jpg,102,generic,"{""dataset_item_id"": 126664}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
127953,3351726,Building Blocks Set (ID 127953),High-quality Building Blocks Set from the Toys & Games catalog. Serialized product ID: 127953.,14.61,https://images.example.com/products/127953.jpg,102,generic,"{""dataset_item_id"": 127953}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
130217,3720767,Heavy-Duty Resistance Bands (ID 130217),High-quality Heavy-Duty Resistance Bands from the Sports Equipment catalog. Serialized product ID: 130217.,14.09,https://images.example.com/products/130217.jpg,102,generic,"{""dataset_item_id"": 130217}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
139496,3175480,Noise Cancelling Headphone (ID 139496),High-quality Noise Cancelling Headphone from the Electronics catalog. Serialized product ID: 139496.,642.75,https://images.example.com/products/139496.jpg,101,generic,"{""dataset_item_id"": 139496}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
140359,1526484,Gentle Cleansing Foam (ID 140359),High-quality Gentle Cleansing Foam from the Cosmetics catalog. Serialized product ID: 140359.,73.59,https://images.example.com/products/140359.jpg,103,generic,"{""dataset_item_id"": 140359}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
143281,4672807,Anti-Slip Yoga Mat (ID 143281),High-quality Anti-Slip Yoga Mat from the Sports Equipment catalog. Serialized product ID: 143281.,16.73,https://images.example.com/products/143281.jpg,102,generic,"{""dataset_item_id"": 143281}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
144409,1320293,Adjustable Standing Desk (ID 144409),High-quality Adjustable Standing Desk from the Furniture catalog. Serialized product ID: 144409.,113.02,https://images.example.com/products/144409.jpg,102,generic,"{""dataset_item_id"": 144409}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
162442,846990,Tablet Air (ID 162442),High-quality Tablet Air from the Electronics catalog. Serialized product ID: 162442.,845.63,https://images.example.com/products/162442.jpg,103,generic,"{""dataset_item_id"": 162442}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
164553,1691699,Premium Sunglasses (ID 164553),High-quality Premium Sunglasses from the Jewelry & Accessories catalog. Serialized product ID: 164553.,88.23,https://images.example.com/products/164553.jpg,102,generic,"{""dataset_item_id"": 164553}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
173040,84264,Hydrating Face Moisturizer (ID 173040),High-quality Hydrating Face Moisturizer from the Cosmetics catalog. Serialized product ID: 173040.,59.27,https://images.example.com/products/173040.jpg,103,generic,"{""dataset_item_id"": 173040}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
174758,4672807,Waterproof Sports Backpack (ID 174758),High-quality Waterproof Sports Backpack from the Sports Equipment catalog. Serialized product ID: 174758.,11.54,https://images.example.com/products/174758.jpg,103,generic,"{""dataset_item_id"": 174758}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
177075,5144469,Sterling Silver Necklace (ID 177075),High-quality Sterling Silver Necklace from the Jewelry & Accessories catalog. Serialized product ID: 177075.,26.42,https://images.example.com/products/177075.jpg,102,generic,"{""dataset_item_id"": 177075}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
177796,2520377,Anti-Slip Yoga Mat (ID 177796),High-quality Anti-Slip Yoga Mat from the Sports Equipment catalog. Serialized product ID: 177796.,97.61,https://images.example.com/products/177796.jpg,101,generic,"{""dataset_item_id"": 177796}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
180342,882707,Heavy-Duty Resistance Bands (ID 180342),High-quality Heavy-Duty Resistance Bands from the Sports Equipment catalog. Serialized product ID: 180342.,86.45,https://images.example.com/products/180342.jpg,102,generic,"{""dataset_item_id"": 180342}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
190148,1008362,Learning Python Development (ID 190148),High-quality Learning Python Development from the Books catalog. Serialized product ID: 190148.,17.34,https://images.example.com/products/190148.jpg,103,generic,"{""dataset_item_id"": 190148}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
191098,1216617,Waterproof Sports Backpack (ID 191098),High-quality Waterproof Sports Backpack from the Sports Equipment catalog. Serialized product ID: 191098.,83.41,https://images.example.com/products/191098.jpg,101,generic,"{""dataset_item_id"": 191098}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
193842,2033408,Casual Canvas Sneakers (ID 193842),High-quality Casual Canvas Sneakers from the Shoes catalog. Serialized product ID: 193842.,80.72,https://images.example.com/products/193842.jpg,101,generic,"{""dataset_item_id"": 193842}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
195056,1449177,Anti-Slip Yoga Mat (ID 195056),High-quality Anti-Slip Yoga Mat from the Sports Equipment catalog. Serialized product ID: 195056.,68.0,https://images.example.com/products/195056.jpg,103,generic,"{""dataset_item_id"": 195056}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
202202,1231891,Winter Woolen Sweater (ID 202202),High-quality Winter Woolen Sweater from the Clothing catalog. Serialized product ID: 202202.,74.95,https://images.example.com/products/202202.jpg,103,generic,"{""dataset_item_id"": 202202}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
203244,4145813,Adjustable Standing Desk (ID 203244),High-quality Adjustable Standing Desk from the Furniture catalog. Serialized product ID: 203244.,109.92,https://images.example.com/products/203244.jpg,103,generic,"{""dataset_item_id"": 203244}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
206508,1505776,Building Blocks Set (ID 206508),High-quality Building Blocks Set from the Toys & Games catalog. Serialized product ID: 206508.,21.09,https://images.example.com/products/206508.jpg,103,generic,"{""dataset_item_id"": 206508}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
212989,3123187,Smart Jump Rope (ID 212989),High-quality Smart Jump Rope from the Sports Equipment catalog. Serialized product ID: 212989.,28.01,https://images.example.com/products/212989.jpg,102,generic,"{""dataset_item_id"": 212989}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
221387,796856,Strategy Board Game (ID 221387),High-quality Strategy Board Game from the Toys & Games catalog. Serialized product ID: 221387.,40.67,https://images.example.com/products/221387.jpg,103,generic,"{""dataset_item_id"": 221387}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
243523,285583,Modern Coffee Table (ID 243523),High-quality Modern Coffee Table from the Furniture catalog. Serialized product ID: 243523.,368.34,https://images.example.com/products/243523.jpg,101,generic,"{""dataset_item_id"": 243523}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
252579,16219,Gold Plated Ring (ID 252579),High-quality Gold Plated Ring from the Jewelry & Accessories catalog. Serialized product ID: 252579.,69.35,https://images.example.com/products/252579.jpg,101,generic,"{""dataset_item_id"": 252579}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
253040,2485713,Ergonomic Office Chair (ID 253040),High-quality Ergonomic Office Chair from the Furniture catalog. Serialized product ID: 253040.,175.97,https://images.example.com/products/253040.jpg,101,generic,"{""dataset_item_id"": 253040}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
260779,1875258,Sport Sandals (ID 260779),High-quality Sport Sandals from the Shoes catalog. Serialized product ID: 260779.,128.56,https://images.example.com/products/260779.jpg,102,generic,"{""dataset_item_id"": 260779}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
282801,285583,Minimalist Wooden Desk (ID 282801),High-quality Minimalist Wooden Desk from the Furniture catalog. Serialized product ID: 282801.,192.18,https://images.example.com/products/282801.jpg,101,generic,"{""dataset_item_id"": 282801}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
287835,2994558,Running Shoes Comfort (ID 287835),High-quality Running Shoes Comfort from the Shoes catalog. Serialized product ID: 287835.,140.44,https://images.example.com/products/287835.jpg,103,generic,"{""dataset_item_id"": 287835}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
296719,2465336,Plush Toy Bear (ID 296719),High-quality Plush Toy Bear from the Toys & Games catalog. Serialized product ID: 296719.,87.38,https://images.example.com/products/296719.jpg,102,generic,"{""dataset_item_id"": 296719}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
300124,4170419,Gold Plated Ring (ID 300124),High-quality Gold Plated Ring from the Jewelry & Accessories catalog. Serialized product ID: 300124.,24.99,https://images.example.com/products/300124.jpg,102,generic,"{""dataset_item_id"": 300124}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
300430,2737340,Tablet Air (ID 300430),High-quality Tablet Air from the Electronics catalog. Serialized product ID: 300430.,455.67,https://images.example.com/products/300430.jpg,103,generic,"{""dataset_item_id"": 300430}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
303794,2640118,Sport Sandals (ID 303794),High-quality Sport Sandals from the Shoes catalog. Serialized product ID: 303794.,90.47,https://images.example.com/products/303794.jpg,102,generic,"{""dataset_item_id"": 303794}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
305317,1834026,Strategy Board Game (ID 305317),High-quality Strategy Board Game from the Toys & Games catalog. Serialized product ID: 305317.,18.13,https://images.example.com/products/305317.jpg,103,generic,"{""dataset_item_id"": 305317}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
305698,1169371,Waterproof Windbreaker Jacket (ID 305698),High-quality Waterproof Windbreaker Jacket from the Clothing catalog. Serialized product ID: 305698.,50.93,https://images.example.com/products/305698.jpg,102,generic,"{""dataset_item_id"": 305698}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
307896,4464320,Smartphone (ID 307896),High-quality Smartphone from the Electronics catalog. Serialized product ID: 307896.,771.57,https://images.example.com/products/307896.jpg,102,generic,"{""dataset_item_id"": 307896}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
321118,339580,Tablet Air (ID 321118),High-quality Tablet Air from the Electronics catalog. Serialized product ID: 321118.,907.14,https://images.example.com/products/321118.jpg,102,generic,"{""dataset_item_id"": 321118}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
325313,3002561,Waterproof Windbreaker Jacket (ID 325313),High-quality Waterproof Windbreaker Jacket from the Clothing catalog. Serialized product ID: 325313.,38.17,https://images.example.com/products/325313.jpg,101,generic,"{""dataset_item_id"": 325313}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
329628,1859277,Waterproof Sports Backpack (ID 329628),High-quality Waterproof Sports Backpack from the Sports Equipment catalog. Serialized product ID: 329628.,52.9,https://images.example.com/products/329628.jpg,101,generic,"{""dataset_item_id"": 329628}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
334615,922189,Sterling Silver Necklace (ID 334615),High-quality Sterling Silver Necklace from the Jewelry & Accessories catalog. Serialized product ID: 334615.,76.04,https://images.example.com/products/334615.jpg,101,generic,"{""dataset_item_id"": 334615}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
347750,411153,Ergonomic Office Chair (ID 347750),High-quality Ergonomic Office Chair from the Furniture catalog. Serialized product ID: 347750.,144.04,https://images.example.com/products/347750.jpg,101,generic,"{""dataset_item_id"": 347750}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
349984,4793839,Gold Plated Ring (ID 349984),High-quality Gold Plated Ring from the Jewelry & Accessories catalog. Serialized product ID: 349984.,79.46,https://images.example.com/products/349984.jpg,102,generic,"{""dataset_item_id"": 349984}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
361294,570735,Natural Honey Jar (ID 361294),High-quality Natural Honey Jar from the Food & Groceries catalog. Serialized product ID: 361294.,61.06,https://images.example.com/products/361294.jpg,102,generic,"{""dataset_item_id"": 361294}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
372144,2640118,Sport Sandals (ID 372144),High-quality Sport Sandals from the Shoes catalog. Serialized product ID: 372144.,81.98,https://images.example.com/products/372144.jpg,102,generic,"{""dataset_item_id"": 372144}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
377345,2342116,1000-Piece Jigsaw Puzzle (ID 377345),High-quality 1000-Piece Jigsaw Puzzle from the Toys & Games catalog. Serialized product ID: 377345.,54.74,https://images.example.com/products/377345.jpg,103,generic,"{""dataset_item_id"": 377345}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
379371,1851156,Remote Control Sports Car (ID 379371),High-quality Remote Control Sports Car from the Toys & Games catalog. Serialized product ID: 379371.,85.91,https://images.example.com/products/379371.jpg,101,generic,"{""dataset_item_id"": 379371}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
398593,2896142,Learning Python Development (ID 398593),High-quality Learning Python Development from the Books catalog. Serialized product ID: 398593.,29.41,https://images.example.com/products/398593.jpg,101,generic,"{""dataset_item_id"": 398593}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
400851,1051370,Bluetooth Speaker (ID 400851),High-quality Bluetooth Speaker from the Electronics catalog. Serialized product ID: 400851.,712.86,https://images.example.com/products/400851.jpg,103,generic,"{""dataset_item_id"": 400851}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
409116,4145813,Minimalist Wooden Desk (ID 409116),High-quality Minimalist Wooden Desk from the Furniture catalog. Serialized product ID: 409116.,394.62,https://images.example.com/products/409116.jpg,103,generic,"{""dataset_item_id"": 409116}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
414825,2640118,Running Shoes Comfort (ID 414825),High-quality Running Shoes Comfort from the Shoes catalog. Serialized product ID: 414825.,77.42,https://images.example.com/products/414825.jpg,102,generic,"{""dataset_item_id"": 414825}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
418390,3100408,Running Shoes Comfort (ID 418390),High-quality Running Shoes Comfort from the Shoes catalog. Serialized product ID: 418390.,87.82,https://images.example.com/products/418390.jpg,102,generic,"{""dataset_item_id"": 418390}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
420144,982926,Plush Toy Bear (ID 420144),High-quality Plush Toy Bear from the Toys & Games catalog. Serialized product ID: 420144.,5.31,https://images.example.com/products/420144.jpg,103,generic,"{""dataset_item_id"": 420144}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
427434,154040,Smartphone (ID 427434),High-quality Smartphone from the Electronics catalog. Serialized product ID: 427434.,887.39,https://images.example.com/products/427434.jpg,102,generic,"{""dataset_item_id"": 427434}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
435998,1884322,Learning Python Development (ID 435998),High-quality Learning Python Development from the Books catalog. Serialized product ID: 435998.,38.16,https://images.example.com/products/435998.jpg,101,generic,"{""dataset_item_id"": 435998}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
442940,1008362,Introduction to Algorithms (ID 442940),High-quality Introduction to Algorithms from the Books catalog. Serialized product ID: 442940.,24.23,https://images.example.com/products/442940.jpg,101,generic,"{""dataset_item_id"": 442940}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
444181,2362370,Laptop Pro (ID 444181),High-quality Laptop Pro from the Electronics catalog. Serialized product ID: 444181.,882.6,https://images.example.com/products/444181.jpg,102,generic,"{""dataset_item_id"": 444181}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
447009,1960675,Natural Honey Jar (ID 447009),High-quality Natural Honey Jar from the Food & Groceries catalog. Serialized product ID: 447009.,84.12,https://images.example.com/products/447009.jpg,103,generic,"{""dataset_item_id"": 447009}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
451286,3795340,Noise Cancelling Headphone (ID 451286),High-quality Noise Cancelling Headphone from the Electronics catalog. Serialized product ID: 451286.,647.46,https://images.example.com/products/451286.jpg,101,generic,"{""dataset_item_id"": 451286}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
454408,4242717,Waterproof Sports Backpack (ID 454408),High-quality Waterproof Sports Backpack from the Sports Equipment catalog. Serialized product ID: 454408.,40.15,https://images.example.com/products/454408.jpg,101,generic,"{""dataset_item_id"": 454408}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
455385,1842993,Ergonomic Office Chair (ID 455385),High-quality Ergonomic Office Chair from the Furniture catalog. Serialized product ID: 455385.,306.0,https://images.example.com/products/455385.jpg,103,generic,"{""dataset_item_id"": 455385}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
460466,724320,Noise Cancelling Headphone (ID 460466),High-quality Noise Cancelling Headphone from the Electronics catalog. Serialized product ID: 460466.,925.73,https://images.example.com/products/460466.jpg,103,generic,"{""dataset_item_id"": 460466}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
461740,1004392,Introduction to Algorithms (ID 461740),High-quality Introduction to Algorithms from the Books catalog. Serialized product ID: 461740.,18.72,https://images.example.com/products/461740.jpg,101,generic,"{""dataset_item_id"": 461740}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
467423,622168,Warm Winter Boots (ID 467423),High-quality Warm Winter Boots from the Shoes catalog. Serialized product ID: 467423.,52.31,https://images.example.com/products/467423.jpg,102,generic,"{""dataset_item_id"": 467423}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
474469,2673821,Casual Fleece Hoodie (ID 474469),High-quality Casual Fleece Hoodie from the Clothing catalog. Serialized product ID: 474469.,71.24,https://images.example.com/products/474469.jpg,102,generic,"{""dataset_item_id"": 474469}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
475913,874415,Premium Arabica Coffee Beans (ID 475913),High-quality Premium Arabica Coffee Beans from the Food & Groceries catalog. Serialized product ID: 475913.,27.51,https://images.example.com/products/475913.jpg,101,generic,"{""dataset_item_id"": 475913}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
479367,3975787,Heavy-Duty Resistance Bands (ID 479367),High-quality Heavy-Duty Resistance Bands from the Sports Equipment catalog. Serialized product ID: 479367.,87.53,https://images.example.com/products/479367.jpg,101,generic,"{""dataset_item_id"": 479367}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
482929,4357323,Adjustable Standing Desk (ID 482929),High-quality Adjustable Standing Desk from the Furniture catalog. Serialized product ID: 482929.,115.89,https://images.example.com/products/482929.jpg,102,generic,"{""dataset_item_id"": 482929}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
487347,3720767,Heavy-Duty Resistance Bands (ID 487347),High-quality Heavy-Duty Resistance Bands from the Sports Equipment catalog. Serialized product ID: 487347.,81.71,https://images.example.com/products/487347.jpg,103,generic,"{""dataset_item_id"": 487347}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
487547,1312642,Clean Code Reference Book (ID 487547),High-quality Clean Code Reference Book from the Books catalog. Serialized product ID: 487547.,31.98,https://images.example.com/products/487547.jpg,101,generic,"{""dataset_item_id"": 487547}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
494417,323851,Winter Woolen Sweater (ID 494417),High-quality Winter Woolen Sweater from the Clothing catalog. Serialized product ID: 494417.,57.22,https://images.example.com/products/494417.jpg,103,generic,"{""dataset_item_id"": 494417}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
500641,411153,Minimalist Wooden Desk (ID 500641),High-quality Minimalist Wooden Desk from the Furniture catalog. Serialized product ID: 500641.,149.19,https://images.example.com/products/500641.jpg,103,generic,"{""dataset_item_id"": 500641}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
506837,3454970,Smartwatch Elite (ID 506837),High-quality Smartwatch Elite from the Electronics catalog. Serialized product ID: 506837.,884.32,https://images.example.com/products/506837.jpg,102,generic,"{""dataset_item_id"": 506837}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
510660,293630,Smartphone (ID 510660),High-quality Smartphone from the Electronics catalog. Serialized product ID: 510660.,966.96,https://images.example.com/products/510660.jpg,103,generic,"{""dataset_item_id"": 510660}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
528426,3323163,Minimalist Wooden Desk (ID 528426),High-quality Minimalist Wooden Desk from the Furniture catalog. Serialized product ID: 528426.,396.46,https://images.example.com/products/528426.jpg,103,generic,"{""dataset_item_id"": 528426}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
530474,2945933,Adjustable Standing Desk (ID 530474),High-quality Adjustable Standing Desk from the Furniture catalog. Serialized product ID: 530474.,164.28,https://images.example.com/products/530474.jpg,102,generic,"{""dataset_item_id"": 530474}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
532145,2158870,Smartwatch Elite (ID 532145),High-quality Smartwatch Elite from the Electronics catalog. Serialized product ID: 532145.,458.69,https://images.example.com/products/532145.jpg,103,generic,"{""dataset_item_id"": 532145}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
532443,2732466,Building Blocks Set (ID 532443),High-quality Building Blocks Set from the Toys & Games catalog. Serialized product ID: 532443.,66.09,https://images.example.com/products/532443.jpg,102,generic,"{""dataset_item_id"": 532443}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
542973,2737340,Bluetooth Speaker (ID 542973),High-quality Bluetooth Speaker from the Electronics catalog. Serialized product ID: 542973.,908.75,https://images.example.com/products/542973.jpg,102,generic,"{""dataset_item_id"": 542973}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
544000,1980111,Classic Cotton T-Shirt (ID 544000),High-quality Classic Cotton T-Shirt from the Clothing catalog. Serialized product ID: 544000.,22.74,https://images.example.com/products/544000.jpg,101,generic,"{""dataset_item_id"": 544000}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
559088,4595718,Warm Winter Boots (ID 559088),High-quality Warm Winter Boots from the Shoes catalog. Serialized product ID: 559088.,47.04,https://images.example.com/products/559088.jpg,101,generic,"{""dataset_item_id"": 559088}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
563665,1231891,Classic Cotton T-Shirt (ID 563665),High-quality Classic Cotton T-Shirt from the Clothing catalog. Serialized product ID: 563665.,52.65,https://images.example.com/products/563665.jpg,101,generic,"{""dataset_item_id"": 563665}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
575683,1868174,Vitamin C Face Serum (ID 575683),High-quality Vitamin C Face Serum from the Cosmetics catalog. Serialized product ID: 575683.,60.31,https://images.example.com/products/575683.jpg,101,generic,"{""dataset_item_id"": 575683}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
585725,4145813,Ergonomic Office Chair (ID 585725),High-quality Ergonomic Office Chair from the Furniture catalog. Serialized product ID: 585725.,109.75,https://images.example.com/products/585725.jpg,103,generic,"{""dataset_item_id"": 585725}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
592124,4069500,Noise Cancelling Headphone (ID 592124),High-quality Noise Cancelling Headphone from the Electronics catalog. Serialized product ID: 592124.,152.93,https://images.example.com/products/592124.jpg,101,generic,"{""dataset_item_id"": 592124}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
602202,3607361,Winter Woolen Sweater (ID 602202),High-quality Winter Woolen Sweater from the Clothing catalog. Serialized product ID: 602202.,72.95,https://images.example.com/products/602202.jpg,102,generic,"{""dataset_item_id"": 602202}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
610505,3231625,Organic Granola Oats (ID 610505),High-quality Organic Granola Oats from the Food & Groceries catalog. Serialized product ID: 610505.,11.66,https://images.example.com/products/610505.jpg,101,generic,"{""dataset_item_id"": 610505}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
621929,2885642,Mindset Shift Audiobook (ID 621929),High-quality Mindset Shift Audiobook from the Books catalog. Serialized product ID: 621929.,17.35,https://images.example.com/products/621929.jpg,102,generic,"{""dataset_item_id"": 621929}",True,2026-06-07 15:13:55,2026-06-07 15:13:55
